page_marker;row_no;material;alias;regime;property;value;unit;effect;source;raw_comment
PAGE 10;585;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Лаборатория термообработки ЛТ-2;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;586;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Лаборатория термообработки ЛТ-2;"For 30KhGSA, tempering produced ultimate tensile strength = 1560 MPa; the reported effect was increase."
PAGE 10;587;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Группа коррозионных испытаний КОР-1;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 10;588;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 10;589;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 10;590;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Центр механических испытаний ЦМИ-4;"Для  материала  15-5PH  при  режиме  отпуск  зафиксировано  свойство  «усталостный  предел»:  640  МРа;  эффект  указан  как  increase."
PAGE 10;591;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 10;592;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 10;593;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Группа коррозионных испытаний КОР-1;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 10;594;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Группа коррозионных испытаний КОР-1;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 10;595;7075-T6;Al-Zn-Mg-Cu;старение;прочность;77;ksi;increase;Отдел металлографии ОМГ-3;"For Al-Zn-Mg-Cu, aging produced ultimate tensile strength = 77 ksi; the reported effect was increase."
PAGE 10;596;7075-T6;Al-Zn-Mg-Cu;старение;прочность;531;MPa;increase;Центр механических испытаний ЦМИ-4;"Для материала 7075-T6 при режиме старение зафиксировано свойство «прочность»: 531 MPa; эффект указан как increase."
